Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
1583       (3 5 2 0 1)     41.578               78.472              
1584       (3 5 2 5 1)     44.160               78.473              
1585       (2 3 2 5 2)     44.230               78.474              
1586       (2 5 1 1 1)     38.894               78.475              
1587       (4 3 2 3 2)     43.589               78.463              
1588       (3 3 2 2 2)     44.187               78.464              
1589       (3 3 2 1 2)     44.106               78.478              
1590       (2 6 2 1 2)     44.066               78.479              
1591       (3 3 2 1 2)     38.333               78.492              
1592       (3 3 2 3 2)     38.057               78.493              
1593       (2 3 2 1 2)     44.109               78.482              
1594       (0 1 2 3 1)     38.422               78.470              
1595       (4 3 2 1 2)     38.423               78.484              
1596       (2 7 2 1 2)     44.871               78.485              
1597       (3 3 2 1 2)     43.595               78.486              
1598       (3 3 2 1 2)     44.280               78.499              
1599       (3 5 2 1 2)     45.478               78.500              
1600       (3 1 2 3 2)     44.688               78.488              
1601       (3 5 2 0 2)     44.926               78.489              
1602       (3 3 2 1 2)     41.249               78.503              
1603       (3 5 2 0 2)     43.380               78.491              
1604       (3 3 2 0 2)     77.140               78.492              
1605       (3 5 1 1 2)     110.900              78.506              
1606       (3 4 2 5 2)     76.830               78.482              
1607       (3 5 2 5 2)     55.384               78.483              
1608       (2 5 2 0 2)     43.078               78.471              
1609       (0 5 1 0 1)     41.537               78.460              
1610       (3 5 1 1 2)     41.629               78.461              
1611       (3 4 2 0 2)     44.518               78.462              
1612       (2 3 2 1 2)     43.323               78.450              
1613       (3 5 1 3 2)     38.179               78.451              
1614       (0 1 2 5 2)     44.497               78.440              
1615       (2 3 2 1 2)     44.784               78.453              
1616       (2 5 1 3 1)     39.143               78.442              
1617       (0 6 2 1 2)     39.919               78.443              
1618       (2 5 1 1 2)     38.086               78.443              
1619       (3 1 2 1 2)     63.544               78.444              
1620       (3 1 2 1 2)     40.994               78.445              
1621       (3 5 2 1 0)     44.880               78.446              
1622       (3 6 2 0 2)     43.952               78.435              
1623       (3 5 2 3 2)     44.263               78.424              
1624       (3 1 2 5 2)     41.486               78.412              
1625       (3 5 1 0 2)     42.509               78.413              
1626       (2 3 2 0 2)     42.396               78.402              
1627       (3 1 1 1 2)     42.706               78.403              
1628       (2 3 2 1 2)     41.659               78.404              
1629       (3 5 1 1 2)     41.188               78.417              
1630       (3 6 2 1 2)     44.524               78.406              
1631       (2 5 1 1 2)     44.098               78.407              
1632       (3 3 2 1 2)     44.523               78.420              
1633       (3 5 2 5 2)     44.608               78.421              
1634       (2 5 1 1 2)     38.246               78.410              
1635       (3 5 2 1 2)     44.992               78.423              
1636       (3 1 2 1 2)     42.276               78.412              
1637       (3 1 1 4 2)     42.251               78.400              
1638       (3 5 1 1 2)     44.033               78.414              
1639       (3 3 2 5 2)     44.516               78.415              
1640       (3 5 2 1 2)     44.436               78.403              
1641       (3 1 2 1 2)     42.592               78.404              
1642       (3 5 1 1 1)     44.711               78.405              
1643       (3 3 2 1 2)     43.768               78.406              
1644       (3 4 2 3 2)     38.218               78.383              
1645       (2 5 2 1 1)     38.291               78.384              
1646       (3 3 2 1 2)     38.096               78.397              
1647       (3 5 1 1 2)     38.299               78.410              
1648       (3 5 2 1 2)     44.610               78.423              
1649       (3 3 2 1 2)     38.158               78.436              
1650       (0 6 2 5 2)     44.475               78.425              
1651       (3 5 2 5 2)     43.482               78.426              
1652       (2 5 1 1 2)     43.646               78.427              
1653       (2 5 1 1 2)     44.452               78.428              
1654       (2 1 1 5 2)     38.042               78.405              
1655       (3 5 2 1 2)     38.225               78.418              
1656       (3 3 2 1 2)     38.482               78.419              
1657       (3 5 2 1 2)     44.490               78.432              
1658       (3 1 2 1 2)     43.643               78.433              
1659       (2 5 2 0 1)     45.516               78.422              
1660       (3 3 2 1 2)     42.055               78.435              
1661       (3 1 2 1 2)     41.820               78.436              
1662       (3 1 2 5 2)     40.879               78.425              
1663       (2 5 2 1 2)     43.408               78.401              
1664       (3 1 2 1 1)     38.431               78.402              
1665       (3 5 1 1 2)     41.646               78.415              
1666       (3 5 2 3 2)     43.431               78.416              
1667       (3 5 2 1 2)     42.531               78.417              
1668       (2 3 2 1 2)     44.362               78.418              
1669       (3 5 2 0 2)     45.067               78.419              
1670       (3 3 2 0 2)     42.914               78.420              
1671       (3 5 2 1 2)     43.000               78.421              
1672       (3 5 1 0 1)     44.084               78.422              
1673       (2 5 1 5 2)     38.279               78.399              
1674       (2 3 2 1 2)     44.105               78.400              
1675       (2 3 2 5 2)     41.991               78.389              
1676       (3 3 2 1 2)     44.322               78.402              
1677       (3 6 2 1 2)     45.200               78.403              
1678       (3 3 2 1 2)     42.908               78.416              
1679       (3 3 2 1 2)     42.689               78.405              
1680       (3 1 2 1 2)     43.061               78.406              
1681       (3 5 1 3 1)     43.990               78.407              
1682       (2 5 1 1 2)     41.803               78.408              
1683       (3 1 1 1 2)     42.158               78.420              
1684       (3 5 2 1 2)     42.639               78.421              
1685       (3 5 2 1 2)     44.826               78.434              
1686       (3 3 2 1 2)     42.875               78.447              
1687       (3 3 2 1 2)     41.166               78.460              
1688       (3 1 1 0 2)     41.891               78.449              
1689       (3 3 2 1 2)     43.458               78.450              
1690       (3 1 2 0 2)     44.459               78.451              
1691       (3 1 2 1 2)     37.937               78.452              
1692       (3 3 2 1 2)     44.554               78.464              
1693       (3 1 1 1 1)     38.416               78.477              
1694       (3 5 2 3 2)     38.717               78.466              
1695       (3 5 1 1 2)     45.024               78.479              
1696       (3 1 2 1 2)     43.014               78.480              
1697       (3 3 2 1 2)     44.806               78.481              
1698       (3 1 1 1 1)     43.089               78.493              
1699       (2 3 2 1 2)     44.552               78.494              
1700       (3 6 2 1 2)     43.211               78.495              
1701       (3 5 2 1 1)     43.874               78.508              
1702       (3 6 2 5 2)     43.936               78.497              
1703       (3 1 2 5 2)     43.974               78.486              
1704       (3 1 1 5 2)     44.015               78.475              
1705       (3 3 2 1 2)     45.845               78.488              
1706       (3 3 2 1 2)     43.372               78.489              
1707       (2 5 1 2 2)     42.872               78.478              
1708       (2 5 1 1 1)     44.654               78.479              
1709       (2 3 2 1 2)     42.877               78.480              
1710       (3 3 2 1 2)     40.672               78.492              
1711       (3 5 1 1 2)     43.409               78.493              
1712       (3 5 1 1 2)     40.406               78.494              
1713       (3 1 2 1 2)     43.108               78.506              
1714       (3 5 2 1 2)     44.103               78.519              
1715       (3 3 2 1 2)     43.529               78.531              
1716       (3 3 2 1 2)     43.888               78.521              
1717       (2 5 1 1 2)     41.121               78.522              
1718       (3 3 2 1 2)     42.853               78.534              
1719       (2 6 2 1 2)     38.099               78.535              
1720       (3 5 2 1 2)     44.297               78.547              
1721       (3 3 2 5 2)     45.220               78.548              
1722       (0 4 2 5 1)     40.449               78.537              
1723       (3 3 2 1 2)     38.101               78.527              
1724       (3 5 1 1 2)     41.973               78.539              
1725       (3 5 2 1 2)     45.587               78.540              
1726       (0 5 2 5 2)     39.779               78.541              
1727       (3 3 2 1 2)     42.944               78.553              
1728       (2 5 1 5 1)     43.050               78.531              
1729       (3 5 1 1 2)     42.105               78.543              
1730       (3 6 2 5 2)     43.140               78.544              
1731       (3 1 2 5 2)     42.219               78.533              
1732       (3 3 2 1 2)     43.651               78.546              
1733       (3 3 2 3 2)     38.019               78.547              
1734       (3 5 1 1 2)     44.196               78.548              
1735       (3 5 2 1 2)     38.111               78.548              
1736       (2 1 1 3 1)     44.309               78.526              
1737       (3 3 2 1 2)     44.338               78.539              
1738       (3 5 1 0 2)     43.654               78.528              
1739       (3 1 2 1 2)     44.330               78.529              
1740       (5 3 2 5 2)     45.845               78.518              
1741       (3 3 2 1 2)     42.232               78.530              
1742       (3 5 1 3 2)     38.301               78.520              
1743       (3 3 2 1 2)     44.000               78.521              
1744       (3 5 1 1 2)     40.670               78.533              
1745       (3 6 1 4 2)     38.455               78.534              
1746       (3 5 2 5 2)     44.543               78.535              
1747       (3 3 2 1 1)     42.505               78.547              
1748       (2 3 2 1 2)     42.188               78.548              
1749       (5 1 1 5 1)     38.072               78.537              
1750       (2 1 2 1 2)     41.980               78.538              
1751       (3 5 1 1 2)     44.748               78.539              
1752       (3 5 2 0 2)     41.767               78.540              
1753       (2 1 1 1 2)     41.882               78.540              
1754       (3 5 2 1 1)     44.492               78.541              
1755       (3 3 2 0 2)     38.741               78.531              
1756       (3 5 1 5 2)     43.642               78.520              
1757       (3 1 1 0 2)     44.657               78.510              
1758       (2 1 1 0 2)     43.306               78.499              
1759       (3 5 2 1 2)     38.391               78.500              
1760       (0 5 1 1 3)     38.213               78.501              
1761       (3 4 2 0 2)     38.308               78.479              
1762       (3 3 2 1 2)     38.277               78.491              
1763       (3 3 2 1 2)     38.284               78.503              
1764       (3 5 2 1 1)     44.117               78.504              
1765       (3 3 2 1 2)     43.144               78.494              
1766       (3 5 2 1 2)     38.145               78.506              
1767       (3 5 2 1 2)     44.317               78.518              
1768       (3 3 2 5 2)     43.541               78.508              
1769       (2 5 2 0 2)     44.659               78.497              
1770       (3 1 2 1 2)     44.687               78.498              
1771       (3 1 2 1 2)     41.850               78.499              
1772       (3 5 1 5 2)     41.506               78.477              
1773       (3 3 2 1 2)     41.811               78.489              
1774       (3 5 2 1 2)     42.783               78.490              
1775       (3 3 2 5 2)     44.442               78.480              
1776       (3 1 2 1 2)     46.238               78.492              
1777       (3 3 2 3 2)     41.676               78.504              
1778       (3 5 1 1 2)     39.660               78.516              
1779       (3 5 1 1 2)     38.268               78.517              
1780       (3 5 1 1 2)     44.380               78.506              
1781       (2 1 1 1 2)     43.509               78.519              
1782       (3 5 1 1 2)     43.572               78.531              
1783       (3 3 2 3 2)     42.979               78.543              
1784       (6 3 2 1 2)     45.939               78.543              
1785       (2 5 2 0 2)     43.993               78.533              
1786       (2 5 2 5 2)     45.136               78.523              
1787       (3 5 2 5 2)     42.444               78.523              
1788       (3 5 2 2 1)     44.778               78.524              
1789       (3 3 2 1 2)     38.401               78.525              
1790       (5 3 2 1 2)     44.247               78.537              
1791       (5 1 2 5 2)     38.205               78.527              
1792       (3 3 2 1 2)     38.359               78.539              
1793       (2 1 1 2 2)     36.852               78.517              
1794       (3 5 2 1 1)     42.813               78.518              
1795       (3 3 2 1 2)     42.802               78.519              
1796       (2 3 2 5 2)     41.592               78.509              
1797       (3 5 2 1 2)     38.061               78.521              
1798       (2 5 1 5 2)     41.626               78.510              
1799       (3 5 1 1 2)     44.136               78.522              
1800       (2 5 1 1 2)     42.210               78.523              
1801       (2 5 1 3 2)     39.260               78.513              
1802       (3 5 2 1 2)     43.459               78.514              
1803       (3 5 2 1 2)     41.524               78.525              
1804       (3 5 2 0 2)     44.595               78.526              
1805       (0 5 2 5 2)     43.217               78.527              
1806       (3 5 2 1 1)     44.542               78.539              
1807       (3 6 1 1 2)     44.514               78.540              
1808       (2 3 2 1 2)     44.503               78.530              
1809       (3 1 1 1 2)     44.197               78.541              
1810       (3 1 1 1 2)     44.575               78.553              
1811       (3 5 2 1 2)     44.565               78.554              
1812       (3 3 2 0 2)     43.994               78.555              
1813       (3 3 2 1 2)     37.857               78.567              
1814       (3 3 2 1 2)     43.148               78.579              
1815       (3 4 2 1 2)     44.154               78.579              
1816       (3 1 1 1 2)     43.835               78.580              
1817       (3 1 2 1 2)     40.006               78.581              
1818       (3 1 2 1 2)     38.229               78.560              
1819       (2 1 2 5 2)     43.434               78.538              
1820       (3 6 2 1 2)     44.119               78.539              
1821       (3 5 1 1 2)     44.347               78.540              
1822       (3 5 2 0 2)     43.792               78.541              
1823       (3 3 2 5 2)     44.542               78.542              
1824       (3 3 2 5 2)     38.306               78.542              
1825       (3 3 2 1 2)     38.078               78.554              
1826       (3 5 1 1 2)     42.142               78.566              
1827       (3 5 1 1 2)     42.226               78.567              
1828       (5 1 2 1 2)     43.006               78.568              
1829       (3 1 2 1 2)     44.071               78.568              
1830       (3 3 2 1 2)     45.188               78.569              
1831       (3 5 1 5 2)     42.299               78.570              
1832       (3 1 1 1 2)     39.220               78.582              
1833       (3 3 2 1 2)     40.722               78.593              
1834       (3 5 1 1 2)     38.109               78.594              
1835       (3 1 1 1 2)     38.112               78.595              
1836       (3 3 2 1 2)     41.611               78.596              
1837       (6 1 1 1 2)     38.328               78.607              
1838       (3 3 2 1 2)     44.683               78.619              
1839       (3 5 2 1 2)     43.897               78.630              
1840       (3 1 2 5 2)     44.039               78.620              
1841       (3 5 1 5 1)     44.042               78.621              
1842       (5 3 2 1 1)     45.782               78.633              
1843       (3 1 2 5 2)     44.457               78.633              
1844       (3 3 2 1 2)     43.871               78.645              
1845       (2 5 1 0 2)     38.790               78.635              
1846       (3 5 2 1 2)     38.385               78.646              
1847       (3 5 1 1 2)     42.795               78.658              
1848       (3 3 2 0 2)     41.720               78.659              
1849       (2 1 1 0 2)     40.053               78.649              
1850       (0 5 1 1 1)     38.089               78.649              
1851       (3 5 2 1 2)     42.196               78.650              
1852       (2 1 2 1 2)     42.781               78.651              
1853       (3 5 1 1 2)     38.019               78.662              
1854       (3 5 2 0 2)     41.703               78.663              
1855       (2 5 1 5 1)     44.714               78.653              
1856       (3 3 2 0 2)     42.017               78.654              
1857       (3 1 2 5 2)     44.409               78.654              
1858       (3 5 2 1 2)     43.979               78.655              
1859       (3 3 2 1 2)     38.583               78.667              
1860       (3 3 2 4 2)     38.004               78.667              
1861       (3 3 2 0 2)     41.913               78.668              
1862       (3 1 1 5 2)     43.420               78.669              
1863       (3 5 2 1 2)     42.404               78.680              
1864       (2 5 1 0 2)     42.474               78.670              
1865       (3 5 1 1 2)     42.175               78.671              
1866       (3 3 2 0 2)     38.287               78.672              
1867       (0 6 2 0 1)     38.317               78.662              
1868       (2 1 1 5 2)     38.807               78.641              
1869       (3 1 1 1 2)     38.870               78.652              
1870       (3 3 2 1 2)     45.903               78.664              
1871       (3 1 2 5 2)     42.282               78.654              
1872       (2 5 1 3 2)     44.982               78.644              
1873       (2 1 2 5 2)     44.601               78.634              
1874       (3 5 2 1 2)     39.025               78.635              
1875       (3 3 2 1 2)     43.494               78.646              
1876       (3 3 2 1 2)     41.419               78.657              
1877       (3 3 2 1 2)     39.194               78.658              
1878       (3 3 2 1 2)     37.999               78.648              
1879       (3 1 2 1 2)     38.316               78.649              
1880       (3 3 2 5 2)     38.298               78.650              
1881       (3 3 2 0 2)     44.286               78.650              
1882       (3 1 1 1 2)     41.572               78.662              
1883       (3 5 2 5 2)     44.429               78.652              
1884       (3 1 2 1 2)     45.044               78.653              
1885       (3 1 2 1 2)     43.443               78.653              
1886       (3 3 2 1 2)     42.222               78.654              
1887       (2 5 2 0 2)     44.582               78.633              
1888       (3 1 2 1 2)     38.246               78.645              
1889       (2 5 1 1 2)     38.287               78.635              
1890       (3 5 2 5 2)     43.548               78.636              
1891       (4 3 2 1 2)     41.944               78.647              
1892       (3 5 1 1 2)     45.444               78.658              
1893       (3 5 2 1 2)     42.649               78.659              
1894       (3 3 2 1 2)     44.720               78.670              
1895       (3 5 1 1 2)     38.308               78.681              
1896       (0 5 1 1 1)     42.248               78.682              
1897       (3 1 2 1 2)     43.152               78.693              
1898       (2 3 2 1 2)     44.206               78.694              
1899       (2 3 2 5 2)     45.077               78.684              
1900       (3 3 2 0 2)     44.297               78.685              
1901       (2 1 1 1 2)     44.892               78.675              
1902       (3 5 2 0 2)     41.600               78.655              
1903       (3 3 2 1 2)     41.530               78.666              
1904       (3 5 1 1 1)     39.156               78.677              
1905       (2 3 2 1 1)     44.410               78.678              
1906       (3 1 1 1 2)     40.468               78.679              
1907       (3 1 2 3 2)     38.368               78.669              
1908       (3 3 2 1 2)     45.819               78.680              
1909       (3 5 1 0 2)     43.094               78.681              
1910       (3 5 2 3 2)     38.236               78.681              
1911       (3 1 1 1 2)     40.204               78.682              
1912       (3 1 2 1 2)     44.466               78.693              
1913       (3 3 2 1 2)     39.868               78.694              
1914       (2 3 2 5 2)     43.671               78.674              
1915       (3 1 1 1 2)     43.971               78.674              
1916       (3 5 1 1 2)     44.538               78.685              
1917       (3 3 2 0 2)     38.110               78.686              
1918       (3 5 2 1 2)     38.052               78.687              
1919       (3 5 2 1 2)     44.435               78.688              
1920       (6 3 2 3 1)     44.230               78.678              
1921       (3 5 2 5 2)     38.087               78.678              
1922       (2 1 1 1 2)     37.998               78.669              
1923       (0 5 2 5 2)     38.312               78.659              
1924       (3 3 2 1 2)     42.130               78.670              
1925       (3 3 2 1 2)     41.106               78.671              
1926       (3 3 2 0 2)     42.366               78.672              
1927       (3 4 2 1 2)     44.566               78.672              
1928       (2 1 2 5 2)     51.255               78.652              
1929       (3 4 2 1 2)     46.365               78.653              
1930       (3 3 2 5 2)     42.057               78.643              
1931       (5 1 1 1 2)     45.285               78.634              
1932       (3 1 2 1 2)     42.839               78.634              
1933       (2 5 1 1 2)     44.877               78.635              
1934       (2 6 1 1 1)     44.945               78.625              
1935       (3 1 2 1 2)     37.685               78.626              
1936       (2 5 1 1 2)     43.318               78.627              
1937       (3 5 1 1 2)     44.157               78.638              
1938       (3 1 2 1 2)     43.619               78.638              
1939       (3 4 2 5 2)     45.110               78.629              
1940       (2 6 2 1 2)     44.376               78.630              
1941       (3 5 1 1 2)     43.850               78.620              
1942       (3 5 2 1 2)     44.527               78.631              
1943       (3 3 2 1 2)     44.485               78.642              
1944       (3 5 2 5 2)     43.881               78.643              
1945       (2 4 2 1 2)     42.154               78.623              
1946       (3 1 2 1 2)     40.053               78.613              
1947       (3 5 1 1 2)     38.128               78.614              
1948       (3 5 2 1 2)     38.372               78.625              
1949       (3 5 1 1 2)     38.325               78.626              
1950       (3 5 1 1 2)     39.223               78.637              
1951       (3 5 1 1 2)     38.281               78.648              
1952       (3 5 1 1 1)     38.885               78.648              
1953       (3 3 2 1 2)     38.148               78.659              
1954       (3 2 1 0 2)     44.107               78.650              
1955       (3 5 2 1 2)     38.904               78.661              
1956       (3 5 2 5 2)     44.761               78.661              
1957       (3 5 1 1 2)     40.534               78.662              
1958       (3 3 2 0 2)     43.032               78.663              
1959       (3 5 2 0 2)     44.671               78.663              
1960       (3 3 2 5 2)     38.517               78.664              
1961       (2 5 1 5 1)     38.897               78.644              
1962       (3 5 2 1 2)     38.730               78.655              
1963       (3 1 2 5 2)     39.008               78.646              
1964       (3 3 2 1 2)     43.042               78.656              
1965       (3 5 1 1 2)     38.248               78.667              
1966       (3 5 2 1 2)     38.373               78.678              
1967       (3 3 2 1 2)     38.312               78.689              
1968       (3 5 1 1 2)     38.332               78.700              
1969       (3 5 2 1 2)     43.057               78.690              
1970       (2 5 2 1 2)     41.937               78.691              
1971       (3 5 1 1 2)     41.855               78.702              
1972       (0 3 2 1 2)     38.018               78.713              
1973       (2 5 2 1 2)     38.361               78.703              
1974       (3 1 2 1 2)     40.643               78.704              
1975       (3 5 2 1 2)     43.310               78.715              
1976       (3 5 1 1 2)     43.973               78.725              
1977       (3 5 2 1 2)     44.303               78.736              
1978       (3 5 1 1 1)     41.372               78.737              
1979       (3 3 2 1 2)     38.201               78.747              
1980       (3 3 2 1 2)     44.240               78.758              
1981       (2 5 1 1 2)     40.609               78.759              
1982       (6 5 2 0 2)     44.976               78.749              
1983       (3 6 2 5 1)     42.458               78.750              
1984       (3 5 2 0 2)     44.363               78.751              
1985       (3 3 2 1 2)     42.107               78.761              
1986       (3 5 1 1 2)     43.071               78.772              
1987       (3 5 1 1 2)     43.572               78.783              
1988       (2 1 2 0 2)     38.238               78.773              
1989       (2 5 1 2 1)     44.443               78.764              
1990       (3 1 1 1 2)     40.940               78.774              
1991       (3 1 1 0 2)     44.565               78.765              
1992       (2 5 2 5 1)     43.391               78.746              
1993       (3 1 1 5 2)     38.955               78.736              
1994       (2 5 1 4 2)     42.766               78.717              
1995       (2 5 2 1 2)     38.237               78.717              
1996       (3 5 2 5 2)     39.204               78.718              
1997       (3 5 1 1 2)     42.041               78.719              
1998       (3 3 2 1 2)     44.776               78.719              
1999       (3 1 2 1 2)     44.051               78.720              
2000       (3 1 1 5 2)     38.278               78.721              
2001       (3 5 2 1 2)     43.002               78.731              
2002       (3 5 2 4 2)     41.730               78.732              
2003       (3 1 1 5 2)     42.131               78.733              
2004       (3 5 1 1 2)     40.378               78.743              
2005       (3 6 2 5 2)     38.210               78.744              
2006       (3 5 2 1 2)     45.362               78.754              
2007       (3 3 2 1 2)     44.043               78.755              
2008       (2 1 1 5 2)     45.030               78.736              
2009       (3 5 2 1 2)     43.940               78.746              
2010       (2 3 2 1 2)     45.150               78.747              
2011       (3 1 1 1 2)     44.581               78.748              
2012       (3 3 2 1 2)     44.501               78.758              
2013       (3 3 2 1 2)     40.754               78.769              
2014       (3 3 2 1 2)     41.710               78.779              
2015       (4 3 2 5 2)     41.935               78.780              
2016       (2 3 2 1 2)     41.824               78.790              
2017       (3 5 1 1 2)     44.536               78.801              
2018       (3 5 2 0 2)     43.353               78.791              
2019       (3 5 2 5 2)     38.814               78.792              
2020       (3 5 2 5 2)     44.778               78.783              
2021       (3 3 2 1 2)     44.452               78.783              
2022       (3 5 2 1 2)     38.203               78.784              
2023       (2 5 2 1 1)     38.382               78.775              
2024       (2 3 2 1 2)     41.760               78.785              
2025       (3 5 1 1 1)     44.666               78.796              
2026       (3 5 1 1 2)     44.628               78.806              
2027       (3 5 1 5 1)     43.681               78.797              
2028       (3 1 1 1 2)     43.682               78.797              
2029       (3 3 2 1 2)     40.304               78.808              
2030       (3 3 2 1 2)     44.699               78.818              
2031       (2 5 1 1 2)     41.978               78.819              
2032       (2 5 1 1 2)     44.413               78.819              
2033       (3 3 2 1 2)     45.646               78.830              
2034       (2 3 2 1 2)     44.404               78.830              
2035       (3 3 2 1 2)     43.651               78.841              
2036       (3 5 1 1 2)     45.093               78.851              
2037       (3 5 2 1 2)     44.638               78.862              
2038       (3 5 1 1 2)     49.895               78.862              
2039       (3 3 2 1 2)     50.533               78.863              
2040       (3 4 2 1 2)     39.214               78.863              
2041       (3 5 2 1 2)     38.331               78.874              
2042       (3 1 1 1 2)     42.121               78.874              
2043       (3 3 2 1 2)     45.803               78.875              
2044       (3 5 2 1 2)     38.268               78.866              
2045       (3 5 2 0 2)     38.188               78.856              
2046       (2 5 1 3 2)     38.096               78.847              
2047       (3 1 1 1 2)     41.961               78.857              
2048       (3 5 2 1 1)     40.911               78.858              
2049       (3 5 2 5 2)     44.886               78.859              
2050       (3 3 2 5 2)     45.068               78.859              
2051       (3 1 1 3 1)     44.551               78.850              
2052       (3 3 2 1 2)     38.185               78.850              
2053       (3 3 2 1 2)     38.086               78.861              
2054       (3 5 2 0 2)     40.419               78.861              
2055       (5 3 2 1 2)     41.655               78.872              
2056       (3 5 1 1 2)     42.129               78.872              
2057       (3 3 2 1 2)     39.027               78.873              
2058       (2 5 1 0 2)     45.900               78.864              
2059       (2 5 1 4 2)     44.645               78.845              
2060       (3 5 1 1 2)     43.358               78.855              
2061       (3 5 2 1 2)     44.079               78.855              
2062       (6 3 2 1 2)     42.149               78.856              
2063       (3 3 2 1 2)     41.940               78.866              
2064       (0 5 1 0 1)     43.270               78.847              
2065       (3 5 2 5 2)     38.036               78.838              
2066       (3 5 1 1 2)     43.596               78.849              
2067       (2 3 2 1 2)     41.190               78.849              
2068       (3 3 2 1 2)     44.631               78.850              
2069       (3 5 2 1 2)     42.371               78.860              
2070       (3 3 2 0 2)     43.465               78.860              
2071       (3 5 1 1 2)     44.013               78.861              
2072       (3 1 2 1 2)     41.561               78.862              
2073       (2 5 2 0 2)     42.882               78.852              
2074       (2 5 1 1 2)     38.079               78.853              
2075       (5 3 2 1 2)     38.339               78.854              
2076       (2 5 2 1 2)     38.408               78.854              
2077       (2 1 1 1 2)     42.586               78.845              
2078       (3 3 2 5 2)     44.394               78.846              
2079       (3 5 2 5 1)     45.228               78.837              
2080       (3 1 1 1 2)     43.129               78.837              
2081       (2 3 2 1 2)     41.931               78.847              
2082       (3 5 1 1 2)     41.183               78.857              
2083       (3 5 2 1 2)     44.490               78.858              
2084       (3 7 2 1 2)     43.119               78.859              
2085       (2 5 2 1 2)     44.993               78.849              
2086       (3 6 2 1 2)     44.797               78.850              
2087       (3 1 1 0 2)     43.607               78.851              
2088       (3 1 2 1 2)     41.334               78.851              
2089       (3 3 2 1 2)     45.593               78.861              
2090       (2 5 2 1 3)     42.859               78.833              
2091       (3 5 2 1 2)     40.628               78.834              
2092       (3 1 2 1 2)     44.283               78.844              
2093       (3 1 2 1 2)     40.752               78.854              
2094       (2 5 2 1 2)     42.565               78.854              
2095       (0 6 2 4 2)     39.586               78.855              
2096       (0 5 2 0 2)     44.295               78.846              
2097       (2 5 2 5 2)     38.079               78.827              
2098       (3 3 2 0 2)     42.577               78.818              
2099       (3 1 2 5 2)     41.745               78.819              
2100       (0 5 1 0 2)     43.129               78.820              
2101       (3 5 2 1 2)     41.028               78.820              
2102       (3 1 2 1 2)     42.106               78.830              
2103       (5 3 2 4 2)     44.664               78.831              
2104       (3 5 2 1 1)     42.276               78.831              
2105       (2 5 1 3 2)     42.704               78.832              
2106       (3 1 2 5 2)     38.848               78.823              
2107       (3 3 2 1 2)     38.805               78.833              
2108       (2 5 1 1 2)     44.478               78.834              
2109       (3 3 2 1 2)     44.294               78.844              
2110       (3 5 1 5 2)     44.803               78.835              
2111       (2 1 1 5 2)     40.404               78.826              
2112       (2 3 2 1 2)     44.532               78.836              
2113       (3 3 2 1 2)     43.628               78.836              
2114       (3 3 2 1 2)     38.428               78.837              
2115       (3 5 2 5 1)     42.415               78.837              
2116       (2 5 2 0 3)     45.635               78.819              
2117       (3 3 2 1 2)     42.707               78.829              
2118       (3 3 2 1 2)     41.785               78.839              
2119       (3 5 2 1 2)     43.837               78.830              
2120       (3 5 1 1 2)     39.377               78.831              
2121       (3 1 2 1 2)     38.012               78.841              
2122       (2 1 1 0 2)     44.684               78.832              
2123       (3 1 1 1 1)     40.864               78.842              
2124       (2 1 2 1 2)     42.573               78.824              
2125       (2 5 1 1 2)     38.988               78.815              
2126       (3 3 2 0 2)     38.140               78.815              
2127       (2 5 2 0 2)     38.039               78.806              
2128       (3 4 2 1 1)     39.127               78.798              
2129       (2 5 2 1 2)     43.885               78.789              
2130       (5 3 2 1 2)     42.225               78.789              
2131       (3 3 2 1 2)     38.859               78.799              
2132       (3 5 1 3 2)     44.459               78.790              
2133       (3 3 2 1 2)     38.458               78.800              
2134       (6 5 2 1 2)     42.480               78.801              
2135       (3 3 2 1 2)     38.019               78.811              
2136       (3 3 2 1 2)     38.960               78.821              
2137       (3 3 2 1 2)     44.992               78.831              
2138       (3 3 2 1 2)     39.440               78.831              
2139       (3 3 2 1 2)     43.875               78.841              
2140       (3 1 2 1 2)     43.273               78.842              
2141       (3 3 2 0 2)     42.898               78.842              
2142       (3 5 2 0 2)     44.286               78.833              
2143       (3 3 2 0 1)     37.986               78.834              
2144       (3 5 1 0 2)     38.142               78.834              
2145       (3 3 2 1 2)     36.506               78.835              
2146       (2 5 2 5 2)     41.684               78.817              
2147       (3 5 1 5 2)     41.093               78.808              
2148       (3 6 2 1 2)     40.987               78.809              
2149       (3 3 2 1 2)     43.179               78.819              
2150       (3 5 1 3 2)     43.956               78.828              
2151       (3 3 2 1 2)     38.782               78.838              
2152       (2 5 2 1 2)     41.383               78.830              
2153       (3 1 1 3 1)     43.062               78.821              
2154       (3 3 2 1 2)     38.094               78.821              
2155       (3 3 2 1 2)     42.037               78.831              
2156       (3 3 2 1 2)     43.119               78.841              
2157       (5 1 2 5 1)     40.972               78.832              
2158       (2 5 2 0 2)     38.384               78.824              
2159       (3 3 2 1 1)     38.002               78.833              
2160       (5 3 2 4 2)     38.610               78.825              
2161       (3 3 2 1 2)     38.279               78.834              
2162       (2 6 2 1 1)     44.486               78.826              
