Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
1913       (3 3 2 1 2)     9.111                77.179              
1914       (3 1 1 1 1)     15.386               77.159              
1915       (3 1 1 1 2)     9.938                77.161              
1916       (3 1 1 1 2)     12.364               77.162              
1917       (3 3 2 1 0)     10.010               77.164              
1918       (3 5 2 1 2)     12.428               77.165              
1919       (3 1 2 1 2)     9.129                77.177              
1920       (3 3 2 1 1)     15.325               77.179              
1921       (3 5 2 1 2)     9.110                77.190              
1922       (3 3 1 1 2)     9.263                77.202              
1923       (0 3 2 1 1)     9.181                77.193              
1924       (3 3 2 1 2)     9.221                77.205              
1925       (3 3 2 1 1)     9.939                77.217              
1926       (2 3 2 5 1)     12.427               77.198              
1927       (3 1 2 1 2)     10.185               77.199              
1928       (3 3 2 1 2)     9.170                77.211              
1929       (3 1 2 1 2)     10.101               77.212              
1930       (3 3 2 1 1)     15.254               77.224              
1931       (0 1 1 1 1)     9.170                77.195              
1932       (3 3 2 1 2)     9.120                77.206              
1933       (3 1 1 1 1)     10.092               77.198              
1934       (2 7 1 1 1)     15.427               77.199              
1935       (3 3 2 1 2)     15.468               77.211              
1936       (3 5 1 1 0)     9.118                77.212              
1937       (3 5 1 1 2)     9.169                77.224              
1938       (3 3 2 1 2)     9.174                77.236              
1939       (3 3 2 1 0)     9.129                77.237              
1940       (3 3 2 1 1)     9.693                77.228              
1941       (3 6 1 1 2)     11.874               77.230              
1942       (3 5 2 1 2)     9.273                77.241              
1943       (3 3 2 1 2)     15.622               77.253              
1944       (3 1 2 1 2)     15.151               77.254              
1945       (0 6 1 0 1)     9.141                77.235              
1946       (4 3 2 1 2)     15.170               77.237              
1947       (3 5 1 1 2)     9.191                77.238              
1948       (3 1 2 1 2)     9.109                77.240              
1949       (3 1 1 1 1)     9.160                77.241              
1950       (3 5 1 1 2)     10.041               77.253              
1951       (3 5 1 1 2)     9.242                77.264              
1952       (3 1 1 1 1)     9.201                77.266              
1953       (3 3 2 1 2)     9.192                77.277              
1954       (3 3 1 1 2)     9.150                77.289              
1955       (3 1 2 1 2)     9.171                77.290              
1956       (3 1 2 1 2)     9.150                77.292              
1957       (3 1 1 1 2)     9.160                77.293              
1958       (3 3 2 1 2)     9.119                77.305              
1959       (3 1 2 1 2)     9.170                77.306              
1960       (3 3 2 1 2)     15.223               77.318              
1961       (7 2 0 0 1)     9.109                77.288              
1962       (3 5 2 1 1)     9.170                77.290              
1963       (3 3 2 1 2)     14.690               77.301              
1964       (3 3 2 1 2)     11.863               77.313              
1965       (3 5 1 1 2)     15.273               77.325              
1966       (3 5 2 1 2)     9.212                77.336              
1967       (3 3 2 1 1)     9.920                77.337              
1968       (3 5 1 1 2)     15.386               77.349              
1969       (3 5 1 1 1)     9.171                77.360              
1970       (3 5 0 0 0)     9.181                77.341              
1971       (3 5 1 1 1)     9.117                77.343              
1972       (0 3 2 5 1)     9.987                77.334              
1973       (2 5 1 0 1)     9.220                77.335              
1974       (3 3 2 1 2)     9.208                77.347              
1975       (3 5 2 1 2)     9.173                77.358              
1976       (3 5 1 1 2)     9.178                77.370              
1977       (3 1 2 1 2)     15.205               77.371              
1978       (2 7 1 1 1)     10.038               77.372              
1979       (3 3 2 1 2)     12.424               77.384              
1980       (3 3 2 1 2)     9.095                77.395              
1981       (6 5 1 0 2)     9.734                77.386              
1982       (3 5 2 1 2)     15.528               77.388              
1983       (3 5 2 1 1)     9.189                77.389              
1984       (3 5 2 1 2)     9.149                77.401              
1985       (3 3 2 1 2)     9.212                77.412              
1986       (3 5 1 1 1)     10.010               77.413              
1987       (3 5 1 1 2)     12.325               77.425              
1988       (5 1 0 0 0)     9.233                77.406              
1989       (2 1 1 0 1)     9.129                77.387              
1990       (3 1 1 1 2)     9.191                77.398              
1991       (3 3 1 1 2)     9.191                77.410              
1992       (0 1 0 0 1)     9.171                77.391              
1993       (3 3 1 1 2)     15.090               77.402              
1994       (5 1 1 0 0)     15.448               77.383              
1995       (0 2 0 0 3)     9.191                77.355              
1996       (1 2 0 0 3)     9.150                77.316              
1997       (3 5 1 0 1)     9.182                77.317              
1998       (3 3 2 1 2)     9.109                77.319              
1999       (3 3 2 1 2)     15.550               77.330              
2000       (3 1 1 1 2)     15.060               77.341              
2001       (3 5 2 1 2)     15.017               77.353              
2002       (3 1 2 1 2)     9.109                77.354              
2003       (3 1 1 1 2)     9.181                77.365              
2004       (3 5 1 1 2)     9.140                77.377              
2005       (3 1 2 1 2)     9.150                77.378              
2006       (3 5 2 1 2)     9.180                77.389              
2007       (5 3 2 1 1)     9.206                77.390              
2008       (3 1 1 1 2)     15.098               77.392              
2009       (3 5 2 1 2)     9.129                77.403              
2010       (3 1 2 1 2)     10.041               77.404              
2011       (3 3 1 1 2)     12.293               77.416              
2012       (3 3 2 1 2)     9.109                77.427              
2013       (3 3 2 5 0)     9.201                77.418              
2014       (3 3 2 1 2)     9.160                77.429              
2015       (4 6 0 2 0)     14.232               77.401              
2016       (3 3 2 1 2)     10.679               77.402              
2017       (3 5 1 1 1)     9.601                77.403              
2018       (3 1 1 1 2)     15.189               77.395              
2019       (3 1 2 1 2)     9.181                77.396              
2020       (3 1 2 1 1)     10.071               77.387              
2021       (3 3 2 1 2)     10.072               77.389              
2022       (3 5 2 1 2)     12.570               77.390              
2023       (2 5 1 0 1)     15.304               77.381              
2024       (2 3 2 1 2)     15.082               77.393              
2025       (3 5 1 1 1)     15.155               77.404              
2026       (3 5 1 1 1)     9.170                77.405              
2027       (3 1 1 1 1)     10.031               77.406              
2028       (3 3 1 1 1)     9.160                77.408              
2029       (3 3 2 1 0)     9.160                77.409              
2030       (3 3 2 1 1)     9.170                77.410              
2031       (0 1 1 1 2)     9.191                77.402              
2032       (3 5 1 1 1)     14.259               77.403              
2033       (3 3 2 1 2)     15.507               77.414              
2034       (6 3 2 1 2)     9.139                77.425              
2035       (3 3 2 1 0)     9.117                77.426              
2036       (3 1 1 1 2)     9.168                77.428              
2037       (3 5 2 1 1)     9.201                77.429              
2038       (3 1 1 1 2)     9.189                77.430              
2039       (5 3 2 1 1)     9.172                77.431              
2040       (3 3 2 1 2)     9.244                77.442              
2041       (3 5 2 1 2)     9.209                77.453              
2042       (3 1 1 1 2)     9.190                77.455              
2043       (4 3 2 2 0)     9.181                77.436              
2044       (2 5 1 0 1)     9.107                77.428              
2045       (3 5 2 1 1)     9.108                77.439              
2046       (4 1 1 0 0)     9.180                77.421              
2047       (3 1 1 1 2)     9.176                77.432              
2048       (2 5 1 0 1)     9.201                77.423              
2049       (3 1 2 1 2)     9.191                77.424              
2050       (3 3 2 1 1)     9.213                77.426              
2051       (3 3 1 1 1)     9.191                77.437              
2052       (2 3 2 0 1)     9.119                77.428              
2053       (3 3 2 1 2)     9.109                77.439              
2054       (3 5 2 1 2)     9.243                77.450              
2055       (4 6 0 3 0)     15.817               77.412              
2056       (3 1 1 1 2)     9.131                77.414              
2057       (3 1 2 1 1)     9.119                77.415              
2058       (3 1 1 1 1)     9.190                77.407              
2059       (3 7 1 5 0)     9.111                77.388              
2060       (3 5 0 0 0)     9.169                77.370              
2061       (3 5 1 1 2)     9.171                77.381              
2062       (4 3 2 5 0)     9.181                77.373              
2063       (3 3 2 1 2)     9.170                77.384              
2064       (0 1 1 0 1)     9.206                77.375              
2065       (3 5 1 1 2)     9.171                77.386              
2066       (3 5 1 1 2)     9.191                77.397              
2067       (2 3 2 5 2)     9.169                77.389              
2068       (3 3 2 1 2)     9.187                77.390              
2069       (3 1 2 1 2)     9.162                77.391              
2070       (3 3 2 1 2)     10.144               77.402              
2071       (3 1 1 1 2)     9.251                77.413              
2072       (3 3 2 1 2)     9.119                77.424              
2073       (3 1 2 1 2)     9.169                77.425              
2074       (3 5 1 1 0)     10.041               77.427              
2075       (5 3 2 1 1)     9.252                77.428              
2076       (5 2 0 0 0)     9.172                77.400              
2077       (3 3 1 1 2)     10.083               77.411              
2078       (3 3 2 1 2)     9.253                77.422              
2079       (3 5 0 0 1)     9.181                77.404              
2080       (3 1 1 1 2)     9.119                77.405              
2081       (2 1 2 1 2)     15.314               77.406              
2082       (3 5 1 1 2)     15.511               77.417              
2083       (3 1 2 1 2)     9.158                77.409              
2084       (3 3 2 5 0)     9.155                77.400              
2085       (2 5 0 0 1)     9.166                77.383              
2086       (3 3 2 1 2)     15.247               77.393              
2087       (3 1 1 1 2)     9.179                77.404              
2088       (3 3 2 1 2)     9.191                77.415              
2089       (3 3 2 1 1)     9.219                77.416              
2090       (0 1 1 4 1)     8.862                77.398              
2091       (3 1 2 1 2)     9.103                77.409              
2092       (3 1 2 1 2)     9.224                77.420              
2093       (3 1 1 1 2)     9.138                77.421              
2094       (3 5 2 1 1)     9.089                77.422              
2095       (0 6 0 2 1)     15.458               77.395              
2096       (6 5 0 0 1)     9.095                77.368              
2097       (0 0 0 4 3)     9.200                77.340              
2098       (3 1 2 1 2)     9.114                77.332              
2099       (3 1 2 1 2)     15.191               77.343              
2100       (0 2 1 0 1)     9.190                77.325              
2101       (3 1 2 1 2)     9.109                77.336              
2102       (3 1 2 1 2)     9.107                77.347              
2103       (4 0 2 5 3)     9.178                77.319              
2104       (2 5 1 0 1)     9.147                77.311              
2105       (2 1 1 1 2)     9.127                77.312              
2106       (3 3 2 1 2)     9.162                77.323              
2107       (3 3 2 1 2)     9.179                77.334              
2108       (3 5 1 1 1)     9.107                77.335              
2109       (3 3 2 1 2)     15.242               77.346              
2110       (3 5 1 1 1)     9.119                77.357              
2111       (3 1 1 1 2)     15.500               77.348              
2112       (3 3 2 1 2)     9.190                77.350              
2113       (0 3 2 1 1)     15.466               77.332              
2114       (5 3 2 1 2)     15.427               77.343              
2115       (3 5 2 1 1)     9.189                77.353              
2116       (1 2 0 0 0)     9.146                77.317              
2117       (3 3 2 1 2)     9.190                77.328              
2118       (3 3 1 1 2)     9.114                77.329              
2119       (2 5 1 0 1)     15.426               77.321              
2120       (3 5 1 1 2)     9.178                77.322              
2121       (3 1 2 1 2)     9.121                77.333              
2122       (6 1 1 1 2)     9.208                77.343              
2123       (3 1 1 1 1)     15.469               77.354              
2124       (3 5 1 1 2)     9.118                77.355              
2125       (0 1 1 1 1)     9.250                77.328              
2126       (3 3 2 1 2)     9.192                77.339              
2127       (0 5 0 0 3)     9.220                77.321              
2128       (3 5 1 1 1)     12.914               77.304              
2129       (2 3 2 5 1)     18.661               77.277              
2130       (4 3 2 5 3)     25.709               77.269              
2131       (3 3 2 1 1)     31.614               77.270              
2132       (5 5 1 1 1)     37.909               77.271              
2133       (3 3 2 1 2)     44.669               77.282              
2134       (6 5 2 1 1)     51.911               77.274              
2135       (2 6 0 5 0)     58.371               77.238              
2136       (3 3 2 1 1)     65.456               77.239              
2137       (3 3 2 1 2)     72.596               77.250              
2138       (5 3 2 1 2)     55.225               77.260              
2139       (3 1 2 1 1)     12.033               77.252              
2140       (3 3 2 1 2)     15.314               77.263              
2141       (3 3 2 1 1)     9.182                77.264              
2142       (3 5 2 1 1)     9.103                77.275              
2143       (3 3 2 1 1)     9.185                77.285              
2144       (3 5 1 1 1)     9.143                77.287              
2145       (3 3 2 5 0)     9.185                77.279              
2146       (1 2 0 0 0)     9.205                77.243              
2147       (3 5 1 0 1)     9.154                77.244              
2148       (3 3 2 5 0)     9.164                77.236              
2149       (3 3 2 1 2)     9.123                77.247              
2150       (3 1 1 1 2)     9.175                77.238              
2151       (3 3 2 1 2)     9.164                77.249              
2152       (4 1 2 5 1)     9.155                77.232              
2153       (3 3 1 1 1)     9.123                77.242              
2154       (3 3 2 1 2)     15.361               77.244              
2155       (3 3 2 1 2)     9.217                77.254              
2156       (3 3 2 1 2)     9.114                77.265              
2157       (5 3 2 1 1)     9.178                77.275              
2158       (0 5 0 0 3)     10.055               77.258              
2159       (3 3 2 1 1)     15.156               77.269              
2160       (4 3 2 1 2)     9.176                77.279              
2161       (3 3 2 1 2)     9.227                77.290              
2162       (4 2 0 0 1)     9.197                77.263              
2163       (3 1 1 1 1)     9.185                77.255              
2164       (3 3 2 1 1)     15.218               77.256              
2165       (3 3 2 1 2)     10.035               77.258              
2166       (5 3 2 1 0)     12.482               77.259              
2167       (3 1 1 1 2)     15.637               77.260              
2168       (2 6 0 0 0)     9.175                77.234              
2169       (3 1 1 1 2)     9.155                77.235              
2170       (3 1 1 1 1)     10.041               77.236              
2171       (3 1 1 1 2)     9.309                77.238              
2172       (2 6 1 4 1)     15.602               77.211              
2173       (3 5 2 1 2)     9.658                77.213              
2174       (6 5 1 1 1)     15.269               77.223              
2175       (6 1 1 1 2)     9.586                77.233              
2176       (3 3 2 1 2)     9.115                77.244              
2177       (3 1 1 1 2)     9.186                77.254              
2178       (5 3 2 1 2)     10.076               77.265              
2179       (7 2 1 0 1)     12.920               77.239              
2180       (2 3 2 1 2)     12.383               77.240              
2181       (3 3 2 1 2)     10.077               77.250              
2182       (3 1 1 1 2)     15.637               77.251              
2183       (3 3 2 1 2)     9.238                77.262              
2184       (5 3 2 1 1)     9.197                77.272              
2185       (3 5 2 1 2)     9.175                77.274              
2186       (3 3 2 1 2)     9.113                77.284              
2187       (3 5 1 1 1)     9.197                77.285              
2188       (3 5 1 1 1)     9.185                77.296              
2189       (3 5 2 5 1)     9.155                77.297              
2190       (3 3 1 1 2)     9.175                77.298              
2191       (3 1 1 1 2)     9.144                77.308              
2192       (3 1 1 1 2)     9.222                77.310              
2193       (0 5 1 0 1)     9.256                77.302              
2194       (3 1 1 1 2)     15.442               77.303              
2195       (3 3 2 1 2)     9.184                77.295              
2196       (3 3 2 1 2)     9.142                77.296              
2197       (3 1 2 1 2)     9.203                77.298              
2198       (5 3 2 1 2)     9.204                77.308              
2199       (3 1 1 1 2)     9.174                77.309              
2200       (2 2 0 0 1)     9.195                77.292              
2201       (3 5 1 1 2)     9.122                77.302              
2202       (3 3 2 1 2)     9.112                77.313              
2203       (4 3 2 1 2)     9.103                77.314              
2204       (3 5 1 1 2)     9.129                77.315              
2205       (3 5 2 1 2)     9.173                77.325              
2206       (3 5 2 1 2)     9.184                77.336              
2207       (3 3 2 1 2)     9.183                77.346              
2208       (4 3 2 1 0)     9.173                77.347              
2209       (2 1 1 1 1)     15.481               77.339              
2210       (3 3 2 1 2)     9.110                77.350              
2211       (5 3 2 1 2)     9.081                77.360              
2212       (3 3 2 1 2)     9.108                77.370              
2213       (5 3 2 1 2)     9.163                77.380              
2214       (3 3 2 1 2)     9.123                77.381              
2215       (3 5 2 1 1)     9.184                77.392              
2216       (5 3 2 1 1)     9.173                77.393              
2217       (3 1 2 1 2)     15.214               77.394              
2218       (3 3 2 1 2)     9.194                77.404              
2219       (3 3 2 1 2)     9.129                77.414              
2220       (3 5 2 1 2)     9.215                77.425              
2221       (3 5 2 1 2)     9.182                77.435              
2222       (3 3 2 1 2)     9.122                77.445              
2223       (0 1 1 1 2)     9.130                77.446              
2224       (2 3 2 1 2)     9.215                77.456              
2225       (3 5 1 1 1)     15.694               77.448              
2226       (3 5 2 1 2)     9.169                77.458              
2227       (0 5 1 0 1)     9.090                77.451              
2228       (2 1 1 0 1)     9.184                77.434              
2229       (3 5 2 1 2)     9.183                77.444              
2230       (3 5 2 1 2)     9.226                77.454              
2231       (3 3 2 1 2)     9.112                77.455              
2232       (2 5 1 0 1)     9.174                77.447              
2233       (3 5 1 1 2)     10.064               77.449              
2234       (3 1 2 1 2)     9.125                77.450              
2235       (3 1 2 1 1)     10.013               77.451              
2236       (3 1 2 1 2)     9.211                77.452              
2237       (4 3 2 5 1)     9.092                77.435              
2238       (2 3 2 1 2)     10.086               77.445              
2239       (5 1 1 1 2)     9.242                77.446              
2240       (3 3 2 1 2)     9.123                77.456              
2241       (3 1 2 1 2)     9.212                77.458              
2242       (3 1 1 1 2)     9.175                77.459              
2243       (3 5 2 1 1)     15.431               77.460              
2244       (3 3 2 1 1)     10.000               77.461              
2245       (1 3 2 5 0)     15.574               77.444              
2246       (4 3 0 0 1)     9.175                77.428              
2247       (3 1 1 1 2)     9.151                77.429              
2248       (3 3 2 5 0)     9.574                77.421              
2249       (3 1 2 1 2)     9.164                77.422              
2250       (3 3 2 1 2)     9.171                77.432              
2251       (2 5 0 0 3)     9.192                77.407              
2252       (3 3 2 1 2)     9.183                77.417              
2253       (4 3 2 1 2)     9.165                77.427              
2254       (3 1 2 1 2)     9.224                77.428              
2255       (1 0 1 0 1)     9.172                77.411              
2256       (3 3 2 1 2)     9.101                77.421              
2257       (3 1 2 1 2)     9.231                77.431              
2258       (3 3 2 1 2)     9.190                77.441              
2259       (4 2 0 0 1)     9.130                77.425              
2260       (3 3 2 1 2)     9.190                77.435              
2261       (3 5 1 1 1)     9.169                77.436              
2262       (5 3 2 1 2)     9.182                77.446              
2263       (2 5 1 0 1)     9.117                77.438              
2264       (3 3 2 1 2)     15.018               77.448              
2265       (3 3 1 1 2)     9.109                77.458              
2266       (3 3 2 1 2)     9.181                77.459              
2267       (3 3 2 1 2)     9.157                77.469              
2268       (3 5 1 1 2)     9.119                77.479              
2269       (3 3 2 1 2)     9.191                77.489              
2270       (5 3 2 1 2)     10.021               77.499              
2271       (3 5 2 1 1)     15.108               77.509              
2272       (2 3 0 5 0)     15.632               77.484              
2273       (3 3 2 1 2)     9.212                77.493              
2274       (3 3 2 1 2)     15.733               77.503              
2275       (3 1 2 1 2)     9.160                77.504              
2276       (3 5 2 1 2)     15.439               77.514              
2277       (4 3 2 1 1)     9.230                77.515              
2278       (3 1 1 1 2)     15.773               77.525              
2279       (3 3 2 1 2)     9.232                77.535              
2280       (3 5 1 1 2)     9.181                77.545              
2281       (6 3 2 1 2)     9.109                77.555              
2282       (3 1 1 1 2)     15.059               77.565              
2283       (3 1 1 1 1)     15.765               77.574              
2284       (3 3 2 1 1)     15.438               77.575              
2285       (3 1 1 1 1)     9.189                77.577              
2286       (3 3 2 1 2)     9.181                77.586              
2287       (1 6 0 5 3)     9.243                77.552              
2288       (3 7 1 1 0)     9.140                77.545              
2289       (5 3 2 1 2)     9.271                77.546              
2290       (3 1 1 1 2)     15.633               77.556              
2291       (3 3 2 1 2)     15.304               77.565              
2292       (3 3 2 1 2)     9.191                77.575              
2293       (3 3 2 1 2)     9.157                77.585              
2294       (3 3 2 1 2)     9.119                77.595              
2295       (3 7 2 0 0)     15.447               77.578              
2296       (0 1 1 0 1)     9.178                77.571              
2297       (3 1 1 1 2)     10.028               77.581              
2298       (6 3 2 1 2)     9.129                77.582              
2299       (3 1 1 1 2)     10.000               77.574              
2300       (4 3 2 5 1)     15.445               77.566              
2301       (4 3 2 1 1)     9.151                77.567              
2302       (3 1 1 1 2)     15.723               77.568              
2303       (3 1 1 1 1)     9.219                77.569              
2304       (3 1 1 1 2)     9.161                77.579              
2305       (3 1 1 1 2)     9.170                77.589              
2306       (3 3 2 1 2)     9.119                77.599              
2307       (3 1 2 1 2)     15.661               77.600              
2308       (3 3 2 1 1)     9.130                77.609              
2309       (3 1 2 1 2)     9.129                77.610              
2310       (2 1 0 5 3)     15.240               77.594              
2311       (3 3 2 1 2)     9.129                77.604              
2312       (2 1 2 1 1)     14.864               77.596              
2313       (6 5 1 0 1)     9.116                77.589              
2314       (3 3 2 1 2)     10.073               77.598              
2315       (4 3 2 1 1)     12.469               77.599              
2316       (3 3 2 1 2)     9.261                77.609              
2317       (4 6 0 5 1)     9.198                77.584              
2318       (3 3 2 1 2)     15.376               77.585              
2319       (3 1 1 1 1)     15.447               77.586              
2320       (3 3 2 1 1)     15.304               77.587              
2321       (3 3 2 1 2)     9.181                77.597              
2322       (3 5 2 1 2)     9.119                77.607              
2323       (3 3 2 1 2)     9.108                77.616              
2324       (3 5 2 1 1)     9.230                77.617              
2325       (3 1 2 1 2)     9.191                77.618              
2326       (3 3 2 1 1)     9.190                77.611              
2327       (0 5 1 0 1)     9.170                77.603              
2328       (3 1 1 1 1)     9.211                77.613              
2329       (3 5 1 1 1)     9.139                77.597              
2330       (3 5 2 1 2)     15.499               77.606              
2331       (3 3 2 1 2)     16.143               77.607              
2332       (3 5 2 1 2)     15.293               77.617              
2333       (3 3 2 1 2)     9.107                77.626              
2334       (0 5 0 0 3)     15.672               77.610              
2335       (2 6 0 5 1)     15.076               77.586              
2336       (0 2 1 0 1)     9.171                77.570              
2337       (3 3 1 1 2)     15.232               77.571              
2338       (0 5 1 1 1)     9.159                77.563              
2339       (0 1 0 0 1)     9.119                77.538              
2340       (3 3 2 1 2)     9.078                77.540              
2341       (3 3 2 1 2)     9.956                77.541              
2342       (4 6 2 0 0)     9.157                77.525              
2343       (3 1 1 1 1)     9.109                77.534              
2344       (2 1 1 1 1)     9.200                77.510              
2345       (3 3 2 1 2)     9.157                77.519              
2346       (2 1 1 0 1)     9.086                77.503              
2347       (3 1 2 1 2)     15.376               77.504              
2348       (3 5 1 1 1)     9.867                77.505              
2349       (3 3 2 1 2)     12.499               77.515              
2350       (3 5 2 1 2)     15.121               77.524              
2351       (3 1 1 1 2)     9.088                77.534              
2352       (4 3 2 5 0)     9.109                77.527              
2353       (3 3 1 1 2)     9.158                77.536              
2354       (0 1 0 0 1)     9.170                77.512              
2355       (3 5 0 1 1)     15.713               77.513              
2356       (3 1 1 1 2)     9.096                77.505              
2357       (3 1 2 1 2)     9.117                77.506              
2358       (5 3 2 1 1)     9.170                77.499              
2359       (3 1 1 1 2)     9.095                77.508              
2360       (3 3 2 1 2)     9.159                77.518              
2361       (3 1 1 1 2)     9.170                77.519              
2362       (3 5 2 1 2)     10.010               77.529              
2363       (5 1 2 0 1)     12.478               77.521              
2364       (3 1 1 1 1)     10.141               77.514              
2365       (3 5 2 1 2)     12.406               77.523              
2366       (3 1 1 1 1)     9.171                77.507              
2367       (3 3 2 1 2)     9.106                77.517              
2368       (3 3 2 1 0)     9.110                77.518              
2369       (3 3 2 1 2)     9.171                77.527              
2370       (3 1 2 1 2)     15.325               77.520              
2371       (5 3 2 1 2)     9.212                77.530              
2372       (3 1 1 1 2)     9.096                77.539              
2373       (3 5 1 1 1)     9.109                77.540              
2374       (3 1 1 5 3)     9.119                77.533              
2375       (3 3 2 1 2)     9.109                77.534              
2376       (2 5 1 0 1)     9.121                77.526              
2377       (2 6 0 0 1)     15.325               77.502              
2378       (3 5 1 1 2)     9.160                77.503              
2379       (6 1 1 1 1)     9.222                77.487              
2380       (3 3 2 1 2)     9.203                77.488              
2381       (3 5 2 1 2)     15.366               77.490              
2382       (6 1 1 0 1)     9.107                77.482              
2383       (6 1 1 0 3)     9.387                77.475              
2384       (3 3 2 1 2)     15.090               77.484              
2385       (3 3 2 1 2)     10.143               77.485              
2386       (3 5 1 1 2)     12.444               77.486              
2387       (3 1 1 1 1)     9.177                77.479              
2388       (2 1 1 1 1)     9.088                77.480              
2389       (3 7 1 1 2)     10.073               77.490              
2390       (3 1 1 1 2)     9.160                77.482              
2391       (2 3 2 2 2)     9.209                77.475              
2392       (2 5 1 0 1)     9.508                77.468              
2393       (2 1 1 0 1)     9.149                77.452              
2394       (3 3 2 5 1)     9.158                77.445              
2395       (2 5 1 0 1)     15.356               77.437              
2396       (5 1 1 1 2)     9.159                77.438              
2397       (3 3 2 1 1)     9.099                77.440              
2398       (3 3 2 5 2)     10.049               77.432              
2399       (3 1 0 5 1)     12.437               77.417              
2400       (3 3 2 1 2)     9.099                77.426              
2401       (3 1 1 1 2)     9.161                77.435              
2402       (2 1 1 1 1)     10.041               77.428              
2403       (3 3 2 1 2)     15.520               77.438              
2404       (2 3 2 5 0)     9.088                77.422              
2405       (3 3 1 1 2)     15.292               77.431              
2406       (3 3 2 1 2)     9.110                77.441              
2407       (3 3 2 1 2)     15.469               77.442              
2408       (0 7 1 1 2)     10.143               77.435              
2409       (2 7 1 1 2)     12.886               77.444              
2410       (3 5 0 0 1)     12.347               77.428              
2411       (3 5 1 1 2)     10.096               77.438              
2412       (3 5 2 1 2)     9.620                77.447              
2413       (3 5 2 1 2)     9.958                77.457              
2414       (3 3 2 1 1)     15.426               77.458              
2415       (3 3 2 1 1)     9.108                77.459              
2416       (2 1 1 1 2)     9.098                77.468              
2417       (3 5 2 1 2)     15.406               77.477              
2418       (3 5 2 1 1)     10.040               77.470              
2419       (3 5 1 1 1)     12.436               77.471              
2420       (3 3 2 1 2)     9.169                77.480              
2421       (3 3 2 1 2)     9.097                77.490              
2422       (3 3 2 1 2)     9.098                77.499              
2423       (4 0 0 5 0)     9.108                77.475              
2424       (3 3 2 1 2)     9.087                77.485              
2425       (3 1 2 1 2)     9.795                77.486              
2426       (3 1 1 1 2)     12.363               77.487              
2427       (3 3 2 1 2)     9.180                77.496              
2428       (0 1 1 0 1)     15.067               77.489              
2429       (3 1 1 1 2)     9.177                77.498              
2430       (4 0 0 0 0)     9.098                77.466              
2431       (3 1 2 1 1)     9.109                77.459              
2432       (4 3 2 5 1)     9.129                77.452              
2433       (3 3 1 1 2)     9.129                77.453              
2434       (3 5 0 0 0)     9.171                77.437              
2435       (3 5 0 0 0)     9.148                77.414              
2436       (3 1 1 1 0)     9.220                77.407              
2437       (3 5 2 1 2)     9.170                77.416              
2438       (3 3 2 1 2)     9.148                77.425              
2439       (3 1 2 1 2)     9.179                77.426              
2440       (3 3 2 1 2)     9.194                77.435              
2441       (3 3 2 1 2)     9.148                77.445              
2442       (6 1 1 1 1)     9.129                77.454              
2443       (3 3 2 1 2)     9.086                77.463              
2444       (3 5 2 1 1)     9.148                77.472              
2445       (3 5 1 2 0)     9.180                77.465              
2446       (3 3 2 1 2)     10.142               77.474              
2447       (3 1 1 1 2)     15.333               77.484              
2448       (5 1 2 2 1)     9.200                77.468              
2449       (6 1 1 1 2)     15.334               77.469              
2450       (3 3 1 1 2)     9.108                77.470              
2451       (3 1 2 1 2)     9.178                77.463              
2452       (1 0 1 5 0)     9.159                77.440              
2453       (3 5 1 1 1)     9.230                77.433              
2454       (2 5 1 0 1)     15.212               77.426              
2455       (0 5 0 0 1)     9.239                77.419              
2456       (3 1 2 1 2)     9.159                77.428              
2457       (2 0 0 5 0)     10.059               77.396              
2458       (3 3 2 1 2)     15.498               77.397              
2459       (3 5 1 1 0)     9.189                77.390              
2460       (3 1 2 1 1)     15.415               77.391              
2461       (3 1 1 1 2)     9.097                77.384              
2462       (3 3 2 1 2)     9.098                77.393              
2463       (3 3 2 1 2)     9.178                77.403              
2464       (3 5 1 1 1)     9.107                77.404              
2465       (0 7 1 1 1)     9.189                77.405              
2466       (3 5 1 1 2)     9.159                77.406              
2467       (3 5 2 1 1)     15.538               77.415              
2468       (3 3 2 1 2)     9.180                77.424              
2469       (2 5 1 0 1)     9.210                77.417              
2470       (3 1 1 1 2)     9.107                77.418              
2471       (5 3 2 1 2)     9.158                77.411              
2472       (3 3 2 1 2)     9.169                77.420              
2473       (3 1 1 1 2)     9.169                77.429              
2474       (3 3 2 1 2)     9.138                77.438              
2475       (0 3 2 1 2)     9.106                77.439              
2476       (3 3 2 1 1)     9.189                77.449              
2477       (2 1 1 1 2)     9.200                77.450              
2478       (3 5 1 1 1)     9.220                77.451              
2479       (3 1 2 1 2)     15.140               77.444              
2480       (3 5 1 1 1)     9.169                77.437              
2481       (3 5 2 1 2)     11.003               77.446              
2482       (2 1 2 1 2)     15.252               77.455              
2483       (3 1 2 1 2)     9.180                77.456              
2484       (3 3 2 1 2)     15.302               77.465              
2485       (0 1 1 0 1)     15.448               77.450              
2486       (2 7 0 5 1)     15.446               77.427              
2487       (2 5 0 0 1)     9.097                77.412              
2488       (4 6 0 2 3)     9.159                77.389              
2489       (3 3 2 1 2)     9.108                77.398              
2490       (6 1 1 0 2)     9.897                77.391              
2491       (3 3 2 1 2)     12.516               77.400              
2492       (3 1 1 1 2)     11.750               77.401              
